height,weight,age,gender,activity_level,fitness_level,goal,muscle_mass,body_fat_percentage,body_fat_mass,water,protein_intake,minerals,bmi,calories,protein,carbs,fat
1.751,80.3,25,Male,4,3,gain_muscle,38.86,23.0,18.47,42.97,12.27,4.24,26.19,3446,164.5,423.0,121.8
1.806,69.8,59,Male,1,1,gain_muscle,33.86,16.63,11.61,42.78,11.51,3.21,21.41,2051,122.5,240.6,66.5
1.809,74.2,66,Male,4,3,gain_muscle,34.99,26.88,19.94,39.91,11.14,3.72,22.66,3026,151.5,387.9,96.5
1.754,77.1,28,Male,3,2,lose_fat,37.05,15.71,12.1,45.5,12.82,3.71,25.05,2257,139.3,238.2,83.0
1.606,52.4,55,Female,1,1,lose_fat,22.62,36.04,18.87,23.67,7.2,2.67,20.29,1100,68.6,123.8,36.7
1.694,74.7,23,Female,2,1,lose_fat,28.55,34.56,25.82,35.76,9.1,3.16,26.03,1543,96.8,169.0,53.3
1.783,68.7,55,Male,4,2,lose_fat,29.6,25.09,17.23,37.01,10.69,3.36,21.59,2041,109.9,262.0,61.5
1.759,65.2,30,Male,3,3,maintain,29.67,20.46,13.35,35.45,8.04,3.08,21.08,2455,118.2,323.9,76.3
1.746,68.6,41,Male,2,1,lose_fat,35.21,13.49,9.25,43.81,10.79,3.41,22.5,1763,108.7,211.7,53.5
1.796,72.1,35,Male,5,2,lose_fat,33.79,23.35,16.82,43.69,10.39,3.29,22.34,2609,119.5,360.2,76.7
1.61,74.2,24,Female,3,1,lose_fat,29.27,27.72,20.57,39.23,10.64,2.96,28.63,1816,104.5,208.9,62.5
1.781,90.5,16,Male,2,1,gain_muscle,44.16,24.5,22.18,49.88,14.02,3.98,28.54,2897,154.3,372.0,88.0
1.741,81.5,18,Male,1,1,maintain,40.77,8.0,6.52,54.37,14.02,3.06,26.88,2224,122.1,269.9,72.9
1.675,75.9,59,Female,4,3,lose_fat,35.7,35.8,27.16,36.14,9.81,3.36,27.05,1774,124.5,189.8,57.4
1.798,83.7,49,Male,1,3,maintain,43.29,26.37,22.06,46.33,11.49,4.37,25.88,2058,152.4,209.6,67.8
1.709,56.0,31,Male,2,1,lose_fat,24.54,18.64,10.45,32.2,9.81,2.84,19.19,1562,98.5,189.2,45.7
1.59,53.2,43,Female,1,1,lose_fat,22.15,30.53,16.25,28.34,6.7,2.99,21.07,1100,70.1,116.7,39.2
1.535,58.6,67,Female,1,1,gain_muscle,24.47,27.22,15.96,31.23,8.05,3.16,24.86,1403,109.2,149.1,41.1
1.629,50.3,56,Female,4,2,lose_fat,21.02,22.53,11.33,29.57,7.33,2.34,18.95,1526,83.8,180.7,52.0
1.605,52.5,26,Female,1,1,gain_muscle,25.54,24.88,13.07,28.12,8.7,2.67,20.39,1644,103.0,183.1,55.5
1.692,66.7,51,Male,3,1,gain_muscle,30.83,22.08,14.72,40.21,9.79,3.43,23.28,2499,121.3,338.8,73.2
1.751,86.7,18,Male,3,2,lose_fat,44.21,25.29,21.92,47.62,11.82,4.14,28.26,2332,141.1,259.4,81.1
1.565,67.6,33,Male,3,2,gain_muscle,36.41,20.59,13.92,39.55,9.49,3.8,27.61,2520,136.7,295.5,87.9
1.666,73.4,64,Female,1,2,gain_muscle,29.88,26.63,19.56,37.55,9.82,3.32,26.46,1770,157.1,141.8,63.8
1.775,58.4,16,Female,5,2,maintain,24.65,25.55,14.92,31.14,8.81,2.86,18.53,2800,108.9,393.6,87.8
1.531,47.6,51,Female,1,1,lose_fat,18.0,37.86,18.01,21.55,5.88,2.3,20.28,1100,61.6,129.9,37.1
1.717,89.5,62,Male,4,2,lose_fat,39.38,24.06,21.54,47.2,12.53,4.36,30.36,2305,150.7,263.1,72.2
1.666,73.9,60,Female,2,3,lose_fat,34.7,44.47,32.86,30.31,8.03,3.87,26.63,1123,95.9,90.8,41.8
1.766,94.2,20,Male,2,1,lose_fat,46.85,26.83,25.28,49.94,12.67,4.43,30.19,2124,136.1,217.4,78.9
1.778,104.8,60,Male,3,1,gain_muscle,44.34,20.42,21.39,59.8,16.02,5.01,33.13,3085,193.2,322.9,113.4
1.648,57.0,19,Female,3,3,maintain,26.03,23.85,13.59,32.99,8.26,2.77,20.97,2100,111.5,254.9,70.5
1.703,84.7,52,Male,3,3,gain_muscle,36.49,13.85,11.73,55.62,12.96,3.99,29.19,2889,172.6,317.4,103.2
1.653,57.2,48,Female,3,2,maintain,27.82,35.64,20.4,27.23,6.94,2.11,20.94,1855,99.3,216.4,65.8
1.639,44.3,36,Female,2,1,gain_muscle,18.0,18.55,8.22,26.24,6.36,2.0,16.5,1779,84.7,209.8,66.8
1.802,66.9,54,Male,2,1,lose_fat,34.53,22.44,15.01,37.32,10.99,2.98,20.6,1604,96.8,180.7,54.9
1.801,73.4,57,Male,1,1,maintain,32.47,13.15,9.66,47.1,13.89,3.31,22.65,1880,105.4,225.8,61.7
1.502,61.3,17,Female,3,2,gain_muscle,25.08,31.77,19.47,30.26,7.81,2.64,27.18,2321,129.3,277.0,77.3
1.753,83.4,36,Male,1,1,maintain,40.89,16.95,14.14,49.68,13.38,3.91,27.14,2143,129.7,252.8,68.1
1.494,48.6,57,Female,4,2,gain_muscle,21.46,27.7,13.45,25.8,7.3,2.35,21.76,1939,91.5,250.6,63.4
1.785,85.1,38,Male,2,1,maintain,40.37,24.8,21.1,48.62,12.58,3.42,26.71,2404,139.6,275.5,82.6
1.695,87.6,31,Female,1,2,maintain,34.6,32.2,28.19,43.65,12.28,4.24,30.47,1919,151.6,200.3,56.8
1.764,65.7,52,Male,1,1,gain_muscle,27.56,9.91,6.51,44.27,11.97,3.12,21.09,1993,120.1,211.2,74.2
1.608,59.6,22,Male,3,1,gain_muscle,25.86,12.47,7.43,38.0,9.39,2.86,23.04,2537,109.0,337.4,83.5
1.755,65.3,19,Male,3,1,lose_fat,29.32,20.72,13.54,37.56,10.38,3.23,21.21,2068,100.2,267.8,66.2
1.748,71.0,65,Male,3,1,maintain,31.52,15.02,10.67,44.4,12.16,3.38,23.24,2313,99.4,303.8,77.8
1.617,53.6,60,Female,4,3,maintain,22.45,37.79,20.26,24.43,7.5,2.31,20.5,1850,105.9,221.2,60.2
1.618,71.5,54,Female,2,1,gain_muscle,28.72,30.84,22.05,35.58,8.99,3.19,27.31,1939,123.4,223.4,61.3
1.65,59.5,18,Female,5,3,lose_fat,26.79,38.04,22.64,26.49,7.27,2.79,21.85,2068,85.6,280.0,67.3
1.558,62.3,33,Female,1,1,lose_fat,29.0,25.52,15.91,34.64,9.31,3.82,25.67,1104,86.5,100.6,39.5
1.871,96.3,60,Male,3,2,gain_muscle,39.81,27.29,26.28,52.68,12.9,4.89,27.51,3110,192.9,333.5,111.6
1.613,54.5,32,Female,1,1,lose_fat,24.01,33.31,18.15,26.84,7.36,2.99,20.95,1100,65.1,135.2,33.2
1.584,62.7,34,Female,1,1,lose_fat,29.06,37.16,23.31,28.84,7.62,2.33,25.01,1100,75.6,120.9,34.9
1.606,49.4,32,Male,1,1,maintain,26.62,25.81,12.75,27.17,7.55,2.49,19.16,1593,70.6,199.6,56.9
1.717,76.1,59,Male,2,1,lose_fat,32.87,27.55,20.95,39.16,11.03,3.89,25.81,1519,107.9,142.0,57.7
1.889,113.9,58,Male,3,2,gain_muscle,50.11,20.99,23.9,69.52,17.81,4.72,31.91,3410,227.9,374.0,111.4
1.684,63.6,51,Male,4,2,lose_fat,28.56,29.28,18.63,32.98,8.61,2.93,22.43,1871,103.8,226.2,61.2
1.608,76.1,66,Female,4,3,lose_fat,29.33,34.2,26.03,36.82,10.56,3.95,29.43,1659,117.3,174.8,54.5
1.651,68.3,22,Female,3,2,lose_fat,31.69,33.67,23.01,34.23,8.66,3.03,25.09,1735,100.6,191.8,62.8
1.713,60.2,36,Female,1,1,lose_fat,27.06,36.44,21.95,27.88,7.99,2.97,20.53,1100,72.4,114.4,39.2
1.801,81.9,28,Male,1,2,gain_muscle,39.72,24.34,19.94,43.66,12.7,3.86,25.26,2460,167.1,258.0,84.4
1.575,50.1,31,Female,4,3,lose_fat,20.32,29.6,14.84,25.98,6.64,2.31,20.2,1584,85.5,194.2,51.7
1.713,56.1,53,Male,3,2,lose_fat,23.56,23.69,13.29,30.62,8.35,2.27,19.13,1578,96.2,175.7,54.5
1.811,97.8,29,Male,2,1,maintain,43.45,17.41,17.04,59.04,15.21,4.47,29.85,2685,137.2,311.3,99.0
1.892,99.5,30,Male,1,1,lose_fat,42.29,31.54,31.38,50.4,13.03,5.13,27.79,1779,139.8,180.1,55.5
1.497,64.5,58,Female,2,2,maintain,23.42,38.03,24.52,28.93,7.48,2.94,28.78,1581,110.6,157.5,56.5
1.746,87.0,23,Male,2,1,lose_fat,38.4,25.5,22.18,47.09,12.41,3.95,28.53,1933,135.5,205.3,63.3
1.556,49.7,54,Female,3,2,lose_fat,19.98,36.34,18.06,23.02,6.53,2.75,20.53,1100,68.8,120.0,38.3
1.63,57.8,29,Female,1,1,gain_muscle,22.8,31.41,18.14,29.87,7.79,2.25,21.74,1718,104.9,202.0,54.5
1.644,80.0,45,Male,3,1,lose_fat,38.12,30.13,24.11,41.61,11.4,3.94,29.61,1874,111.9,223.4,59.2
1.568,58.0,55,Female,2,1,lose_fat,25.91,33.67,19.55,27.38,7.65,2.89,23.6,1100,76.1,118.8,35.6
1.641,70.4,50,Female,4,2,maintain,30.62,25.73,18.11,38.15,10.44,2.72,26.13,2276,119.4,274.3,77.9
1.71,65.9,51,Male,3,2,gain_muscle,27.79,11.36,7.49,41.89,11.87,3.0,22.54,2592,132.0,308.1,92.4
1.788,85.9,29,Male,4,3,gain_muscle,45.97,14.55,12.5,53.08,15.93,4.17,26.86,3529,192.2,432.6,114.4
1.81,84.6,66,Male,1,2,gain_muscle,41.05,15.84,13.39,52.4,14.69,4.0,25.8,2240,171.0,212.8,78.3
1.765,67.8,60,Male,2,3,maintain,32.34,22.52,15.27,37.85,10.57,3.41,21.77,2107,125.5,244.4,69.7
1.712,76.9,34,Male,1,1,lose_fat,37.13,28.39,21.82,39.31,11.06,4.09,26.23,1392,101.4,154.1,41.1
1.45,63.4,53,Female,5,1,maintain,28.0,36.95,23.41,29.05,7.79,3.3,30.14,2090,93.0,268.4,71.6
1.743,58.9,61,Male,4,3,lose_fat,28.65,23.07,13.6,31.81,8.84,2.79,19.4,1798,107.8,209.2,58.9
1.708,68.7,26,Female,1,2,maintain,29.94,18.71,12.86,40.29,10.96,3.72,23.56,1799,119.1,198.1,58.9
1.681,72.3,29,Male,5,3,lose_fat,35.81,29.91,21.63,36.48,9.66,3.0,25.58,2449,125.0,304.5,81.2
1.755,78.1,26,Male,3,1,gain_muscle,39.91,17.77,13.87,44.27,11.36,3.26,25.36,2873,142.9,353.5,98.6
1.807,82.9,24,Male,3,1,lose_fat,36.22,27.33,22.66,44.97,11.42,3.78,25.4,2242,124.5,277.2,70.6
1.854,95.3,34,Male,2,2,gain_muscle,51.3,12.28,11.7,59.24,14.65,4.95,27.72,2924,201.1,299.0,102.6
1.639,53.8,61,Female,2,2,lose_fat,25.48,27.67,14.88,28.62,7.38,2.8,20.03,1100,84.7,95.1,42.3
1.677,70.2,67,Male,4,3,gain_muscle,36.36,18.8,13.2,41.22,11.08,3.32,24.97,2846,145.8,359.8,91.5
1.796,87.2,53,Male,1,1,maintain,43.51,19.8,17.26,50.32,11.92,3.65,27.01,2074,129.0,251.4,61.4
1.794,80.2,45,Male,2,1,gain_muscle,41.33,14.88,11.93,48.0,14.08,4.19,24.91,2523,140.2,300.6,84.4
1.744,86.4,31,Male,1,3,lose_fat,37.98,34.87,30.13,39.56,10.98,4.66,28.41,1493,125.4,132.0,51.5
1.592,59.2,63,Female,2,1,lose_fat,27.88,18.0,10.66,35.39,9.97,2.36,23.38,1253,98.2,123.5,40.7
1.693,65.9,34,Male,2,1,lose_fat,30.8,11.78,7.77,44.29,11.85,2.45,23.01,1752,122.5,180.7,59.9
1.64,54.0,32,Female,2,2,maintain,22.2,25.13,13.58,29.86,8.49,2.22,20.09,1742,87.8,209.6,61.4
1.891,71.5,69,Male,3,1,gain_muscle,33.4,14.97,10.7,44.98,12.72,3.38,19.99,2597,127.2,331.7,84.6
1.595,68.0,34,Female,4,3,lose_fat,29.05,31.35,21.32,33.31,8.65,3.05,26.73,1778,110.9,182.2,67.3
1.561,74.4,26,Female,3,3,maintain,30.28,28.26,21.01,38.59,11.02,3.61,30.51,2192,137.0,227.4,81.6
1.52,49.0,18,Female,3,2,gain_muscle,23.1,22.76,11.15,26.73,7.6,2.83,21.2,2104,104.8,242.8,79.3
1.685,72.5,38,Female,3,1,lose_fat,33.04,21.79,15.79,44.05,10.77,2.47,25.54,1853,104.0,239.8,53.1
1.757,63.0,21,Male,1,2,gain_muscle,27.94,16.07,10.12,36.55,10.76,2.18,20.4,2265,136.4,262.2,74.5
1.536,57.7,39,Female,4,2,maintain,23.61,25.89,14.94,31.63,8.46,2.74,24.45,2039,89.9,245.9,77.3
1.848,119.6,24,Male,1,1,maintain,56.62,22.52,26.93,64.47,17.02,5.78,35.01,2684,163.1,306.1,89.7
1.834,83.2,25,Male,4,3,maintain,44.12,26.9,22.37,44.09,12.75,3.44,24.71,3224,165.8,408.5,103.0
1.811,83.9,43,Male,2,2,gain_muscle,45.02,19.47,16.33,49.88,12.44,2.93,25.58,2692,150.4,327.3,86.8
1.78,85.9,29,Male,2,1,lose_fat,45.73,29.34,25.19,44.23,12.06,3.72,27.11,1880,127.1,192.4,66.9
1.713,73.6,27,Male,4,2,maintain,34.56,13.04,9.6,47.38,11.64,3.28,25.08,2870,129.8,386.6,89.4
1.632,67.2,20,Female,2,1,gain_muscle,29.21,26.72,17.95,35.0,8.27,2.96,25.24,2143,114.5,261.7,70.9
1.65,54.9,45,Female,5,3,maintain,22.23,31.36,17.22,27.61,7.34,2.23,20.16,2277,103.3,304.6,71.7
1.723,56.3,67,Female,3,2,gain_muscle,24.17,26.05,14.67,29.08,7.7,2.71,18.97,2040,115.9,233.9,71.2
1.707,60.8,34,Female,2,1,gain_muscle,23.36,22.41,13.62,34.17,8.99,2.62,20.86,2063,99.2,253.6,72.4
1.727,55.9,27,Male,1,1,lose_fat,24.38,21.51,12.02,32.41,9.13,2.63,18.73,1371,90.2,156.5,42.7
1.649,71.1,59,Female,2,1,lose_fat,31.0,28.8,20.46,36.75,9.21,3.38,26.15,1321,112.6,111.7,47.1
1.679,54.2,21,Female,5,3,maintain,22.83,40.44,21.91,24.26,6.05,2.36,19.21,2500,98.7,339.5,83.0
1.631,64.2,59,Female,1,1,lose_fat,24.93,26.78,17.2,33.36,7.83,3.07,24.15,1100,94.3,93.8,38.6
1.667,76.7,50,Female,3,3,maintain,32.76,32.47,24.92,37.58,9.98,2.69,27.62,2128,139.0,215.7,78.8
1.747,82.4,19,Male,2,1,gain_muscle,36.97,24.86,20.48,46.56,13.58,4.1,26.97,2682,156.0,313.4,89.4
1.671,70.7,46,Male,4,3,lose_fat,35.03,33.22,23.47,32.72,8.64,3.87,25.32,1926,109.5,231.4,62.5
1.621,75.4,56,Female,2,1,lose_fat,35.88,32.8,24.73,37.08,10.13,4.16,28.7,1338,109.4,118.2,47.5
1.772,61.3,29,Male,3,2,lose_fat,28.89,21.77,13.35,35.0,8.8,3.07,19.53,1994,102.8,249.9,64.8
1.808,73.6,21,Male,1,2,gain_muscle,38.53,16.71,12.3,47.61,11.71,3.42,22.53,2410,140.7,282.5,79.7
1.759,52.9,17,Female,2,2,maintain,21.87,19.83,10.5,31.09,8.28,2.41,17.11,1949,81.1,259.4,65.2
1.706,73.0,60,Male,2,1,gain_muscle,29.8,20.14,14.7,43.1,11.86,3.06,25.09,2244,142.7,250.7,74.5
1.732,64.0,19,Male,1,1,gain_muscle,33.57,11.68,7.47,40.52,10.52,2.8,21.31,2104,106.4,270.9,66.1
1.882,86.1,52,Male,3,2,gain_muscle,43.96,22.84,19.68,50.18,14.55,3.54,24.33,3017,176.1,349.1,101.8
1.885,84.5,53,Male,4,3,gain_muscle,43.66,23.6,19.95,49.87,13.25,3.95,23.79,3480,194.3,416.7,115.1
1.707,72.3,60,Female,2,1,lose_fat,29.36,27.25,19.7,38.0,9.77,3.33,24.81,1378,96.0,131.5,52.0
1.531,52.5,34,Female,3,2,maintain,23.4,30.91,16.21,25.67,7.29,2.69,22.37,1813,89.6,220.1,63.8
1.799,70.3,64,Male,1,1,maintain,32.47,16.12,11.34,41.98,12.15,3.65,21.74,1828,107.2,204.0,64.8
1.845,74.5,58,Male,1,1,maintain,34.38,20.61,15.36,43.25,10.53,3.81,21.89,1964,118.2,206.5,73.9
1.825,97.4,59,Male,2,1,lose_fat,43.04,22.26,21.68,55.17,15.27,4.47,29.24,2006,152.6,189.4,70.9
1.775,60.6,65,Male,3,3,lose_fat,28.85,20.92,12.68,34.14,8.22,2.63,19.25,1629,117.0,169.0,53.9
1.669,83.6,23,Female,3,3,maintain,39.25,30.38,25.41,41.8,11.21,4.31,30.02,2427,160.1,252.5,86.3
1.632,67.3,41,Female,1,1,gain_muscle,29.27,28.8,19.38,35.08,9.25,2.84,25.27,1737,119.0,190.8,55.3
1.559,57.2,57,Female,2,1,lose_fat,21.03,39.81,22.75,25.46,6.86,2.37,23.52,1100,73.7,119.0,36.6
1.797,82.3,30,Male,3,3,gain_muscle,42.15,24.39,20.07,45.24,11.43,3.91,25.49,3180,186.8,408.6,88.7
1.826,70.2,44,Male,2,2,gain_muscle,32.96,10.14,7.12,45.62,12.46,3.07,21.07,2472,146.2,301.9,75.5
1.655,83.2,28,Male,3,1,gain_muscle,35.96,19.28,16.05,51.28,13.57,4.52,30.4,2865,157.1,316.4,107.9
1.687,61.8,51,Female,5,3,gain_muscle,22.45,26.39,16.31,32.91,7.94,3.3,21.71,2747,142.0,331.0,95.0
1.815,71.3,19,Male,3,1,lose_fat,38.17,21.21,15.13,41.53,12.14,3.1,21.65,2256,118.5,287.8,70.1
1.686,56.1,59,Female,2,1,gain_muscle,25.06,19.93,11.18,31.72,8.63,2.54,19.73,1785,101.8,198.9,64.7
1.677,59.4,29,Female,3,1,maintain,23.61,18.82,11.18,34.69,10.02,2.41,21.12,2067,98.9,267.3,66.9
1.793,87.3,62,Male,3,2,maintain,41.41,17.79,15.53,51.59,12.83,4.64,27.15,2600,146.9,315.9,83.2
1.795,77.2,58,Male,2,1,lose_fat,37.78,25.0,19.3,42.26,11.4,3.26,23.97,1706,114.3,181.5,58.1
1.834,71.4,43,Male,1,1,gain_muscle,35.19,19.21,13.71,41.91,11.13,3.38,21.21,2131,118.3,258.8,69.2
1.771,65.5,57,Male,4,3,lose_fat,26.28,10.9,7.15,43.87,11.46,2.01,20.9,2191,140.2,240.2,74.4
1.581,62.7,38,Female,2,1,lose_fat,29.33,23.65,14.84,34.7,8.82,3.14,25.09,1330,98.8,132.7,44.9
1.57,50.0,27,Female,3,2,lose_fat,22.66,34.16,17.07,24.56,6.25,2.1,20.27,1249,74.7,143.3,41.9
1.758,83.2,43,Male,3,2,gain_muscle,35.34,11.49,9.56,55.95,15.15,4.31,26.94,2856,179.1,321.2,95.0
1.633,61.6,56,Male,5,2,gain_muscle,26.89,16.09,9.91,39.67,10.16,3.2,23.08,2781,123.4,360.4,94.0
1.538,66.2,28,Female,4,2,maintain,28.75,23.59,15.62,35.57,9.96,2.99,27.98,2286,109.4,301.2,71.5
1.543,63.8,37,Female,2,1,lose_fat,25.64,30.43,19.42,32.31,8.49,2.96,26.81,1239,88.4,139.2,36.5
1.793,76.0,60,Male,2,1,maintain,34.96,16.48,12.52,44.07,13.59,3.49,23.63,2217,121.1,286.9,65.0
1.638,68.7,17,Female,1,3,gain_muscle,29.01,33.68,23.12,32.35,9.44,3.68,25.59,2121,155.4,210.2,73.2
1.616,58.1,54,Female,2,1,gain_muscle,26.74,29.91,17.38,29.92,8.03,2.8,22.24,1761,96.4,204.1,62.1
1.647,58.3,23,Female,2,1,maintain,23.72,28.23,16.46,31.19,7.98,2.57,21.5,1838,90.1,224.3,64.5
1.621,52.0,16,Female,4,3,lose_fat,20.02,22.8,11.86,30.61,8.24,2.27,19.8,1871,97.5,213.6,69.6
1.582,71.1,29,Female,4,3,maintain,31.29,26.43,18.79,39.3,10.62,3.06,28.39,2440,128.2,312.8,75.1
1.801,86.5,48,Male,2,1,lose_fat,41.89,19.85,17.18,49.44,13.09,4.11,26.68,1950,145.3,188.1,68.5
1.847,76.9,26,Male,2,2,lose_fat,33.08,17.29,13.29,45.53,12.69,3.53,22.55,2058,140.3,229.7,64.2
1.812,84.2,19,Male,2,1,lose_fat,35.61,17.84,15.03,49.24,13.24,3.83,25.66,2124,136.3,232.9,71.9
1.649,78.9,44,Male,3,1,gain_muscle,39.95,17.09,13.48,48.54,13.09,4.02,29.01,2680,132.1,337.9,88.9
1.697,49.3,42,Female,3,3,lose_fat,23.47,33.51,16.51,23.77,5.61,2.0,17.11,1298,82.4,146.9,42.3
1.68,52.7,56,Female,2,1,gain_muscle,21.4,20.92,11.03,30.91,8.63,2.47,18.68,1729,96.6,205.6,57.8
1.718,71.1,55,Female,2,2,lose_fat,28.05,41.41,29.45,30.16,8.12,3.49,24.09,1222,89.4,123.8,41.0
1.69,66.6,67,Male,4,3,lose_fat,31.01,14.81,9.86,42.48,11.18,3.2,23.32,1969,140.6,193.2,70.4
1.685,66.6,24,Female,4,2,gain_muscle,32.64,18.0,11.99,40.87,10.17,3.28,23.46,2757,142.8,332.7,95.0
1.648,73.5,19,Female,1,1,lose_fat,33.39,42.39,31.14,30.37,8.48,4.2,27.06,1154,79.4,124.7,37.5
1.795,65.7,30,Male,3,2,lose_fat,33.95,22.32,14.66,37.41,9.98,3.14,20.39,2021,109.7,247.0,66.0
1.716,60.4,41,Male,1,1,maintain,26.24,21.57,13.02,35.48,8.19,2.51,20.5,1757,93.6,205.7,62.2
1.671,57.9,30,Female,3,2,lose_fat,23.06,30.72,17.77,28.87,8.2,2.87,20.71,1485,86.8,182.1,45.5
1.605,60.9,40,Female,1,2,lose_fat,30.22,32.05,19.52,29.86,7.45,3.05,23.64,1100,93.4,94.3,38.8
1.614,66.2,64,Female,1,3,maintain,31.21,35.24,23.33,31.66,7.83,2.83,25.41,1387,119.7,137.3,39.9
1.774,78.0,61,Male,2,2,gain_muscle,38.15,17.83,13.91,44.33,12.71,3.48,24.78,2453,150.6,295.5,74.3
1.624,72.1,20,Female,2,3,lose_fat,27.46,26.69,19.23,36.99,10.05,3.53,27.31,1627,128.3,165.0,50.4
1.619,72.6,31,Female,3,3,maintain,27.75,31.52,22.88,35.5,10.07,3.53,27.69,2181,133.1,253.7,70.4
1.685,59.9,63,Female,2,2,maintain,22.5,36.59,21.92,28.25,7.26,3.34,21.09,1626,95.0,199.2,49.9
1.601,53.9,17,Female,3,2,maintain,23.24,28.54,15.39,28.16,8.71,2.64,21.05,2031,97.6,260.5,66.5
1.798,54.4,44,Male,4,3,gain_muscle,24.35,12.36,6.73,34.77,8.98,2.44,16.84,2912,123.2,395.8,92.9
1.606,83.2,32,Female,2,2,maintain,40.46,26.9,22.39,45.14,12.11,4.11,32.26,2076,144.4,215.5,70.7
1.554,66.3,32,Female,3,3,maintain,31.07,26.58,17.62,35.29,9.15,3.17,27.45,2042,118.1,239.4,68.0
1.626,63.8,30,Female,1,1,maintain,26.13,33.79,21.55,29.9,7.18,2.93,24.11,1647,92.7,212.4,47.4
1.548,56.4,49,Female,1,1,lose_fat,21.96,26.92,15.19,30.48,8.24,2.6,23.54,1100,82.0,110.4,36.7
1.906,86.7,18,Male,3,2,lose_fat,40.4,31.67,27.46,40.65,12.82,4.51,23.87,2404,130.8,310.4,71.0
1.745,74.8,59,Male,2,1,lose_fat,32.62,19.04,14.24,42.62,11.88,3.72,24.57,1624,124.0,157.6,55.3
1.619,79.2,59,Female,4,3,gain_muscle,35.75,22.19,17.58,47.66,10.37,4.3,30.22,2660,165.6,313.3,82.7
1.58,49.2,28,Female,3,2,lose_fat,20.15,45.0,22.15,20.0,5.0,2.54,19.72,1148,58.9,136.1,40.9
1.692,74.9,66,Male,2,1,lose_fat,30.66,15.79,11.82,46.01,12.73,4.07,26.16,1639,142.5,140.6,56.3
1.664,58.7,61,Female,2,1,lose_fat,22.13,33.27,19.55,27.19,7.88,3.0,21.21,1100,86.0,113.6,33.5
1.765,77.8,31,Male,5,1,gain_muscle,39.12,17.9,13.92,46.61,13.31,4.12,24.97,3446,136.8,454.0,120.3
1.774,82.3,41,Male,1,2,maintain,42.01,13.96,11.49,49.36,12.93,3.82,26.16,2081,144.2,230.9,64.5
1.807,77.0,61,Male,1,2,maintain,36.54,21.29,16.39,44.97,11.97,3.38,23.59,1990,135.5,224.8,61.0
1.572,58.1,40,Female,1,1,lose_fat,27.11,29.91,17.37,30.61,7.9,3.39,23.51,1100,77.7,113.6,37.2
1.697,56.2,39,Female,2,1,lose_fat,26.94,25.46,14.3,30.97,9.14,2.13,19.51,1269,85.8,134.5,43.1
1.799,82.0,48,Male,3,1,maintain,40.84,15.68,12.85,49.77,13.39,3.52,25.32,2616,121.6,344.8,83.4
1.741,71.9,29,Female,4,3,lose_fat,29.14,36.42,26.19,31.88,8.96,3.56,23.73,2040,111.5,257.4,62.7
1.749,64.5,28,Male,5,2,lose_fat,32.28,22.75,14.68,36.06,9.36,3.26,21.09,2516,113.0,315.8,89.0
1.677,78.8,16,Female,2,2,lose_fat,34.73,30.9,24.36,39.6,9.86,4.09,28.02,1699,117.4,192.8,50.9
1.625,57.0,45,Female,1,2,lose_fat,25.78,30.44,17.34,28.73,8.39,2.66,21.57,1100,90.6,89.9,42.0
1.613,52.0,65,Female,2,2,maintain,24.44,33.1,17.2,24.97,7.25,2.5,19.98,1495,85.4,186.4,45.3
1.812,80.7,46,Male,2,1,gain_muscle,36.16,19.19,15.48,45.93,12.69,3.58,24.58,2597,148.4,300.2,89.2
1.8,89.5,30,Male,2,1,maintain,37.62,16.13,14.43,54.14,14.05,3.72,27.61,2577,125.8,324.5,86.2
1.691,85.7,50,Female,3,2,lose_fat,37.04,33.24,28.49,39.96,10.76,3.98,29.97,1771,123.2,182.3,61.0
1.852,76.1,19,Male,1,1,lose_fat,34.17,14.91,11.34,48.27,10.76,2.71,22.19,1743,139.5,161.7,59.8
1.803,102.8,24,Male,2,1,maintain,55.02,9.69,9.96,70.87,20.7,5.11,31.61,2877,149.6,356.6,94.7
1.676,61.1,30,Female,3,2,gain_muscle,29.6,32.19,19.66,30.8,8.12,3.02,21.73,2335,123.2,302.4,70.3
1.732,65.0,64,Male,2,1,lose_fat,26.8,12.1,7.86,36.58,10.19,3.64,21.67,1560,115.7,149.0,55.7
1.57,58.2,33,Female,2,1,gain_muscle,22.66,22.93,13.34,32.08,8.33,2.51,23.59,1892,109.5,221.1,63.3
1.796,86.8,55,Male,3,1,maintain,38.71,11.76,10.21,53.94,15.09,3.26,26.9,2678,115.2,355.8,88.2
1.853,82.6,33,Male,5,2,gain_muscle,39.63,20.45,16.9,49.17,12.8,4.8,24.06,3693,172.1,471.9,124.1
1.563,71.9,42,Female,4,3,lose_fat,31.24,36.56,26.3,32.78,8.97,3.19,29.44,1681,119.3,166.0,60.0
1.698,71.6,56,Female,3,3,lose_fat,31.53,32.44,23.23,35.83,8.67,3.16,24.83,1510,119.9,147.1,49.1
1.626,77.8,52,Male,1,1,gain_muscle,35.17,14.41,11.21,47.5,12.96,3.71,29.42,2008,127.4,241.8,59.0
1.821,84.6,36,Male,2,1,lose_fat,37.95,21.89,18.52,49.18,12.54,3.74,25.52,1988,129.7,229.8,61.1
1.681,49.4,59,Female,2,2,maintain,21.7,19.09,9.42,28.95,7.63,2.28,17.47,1499,80.1,193.6,44.9
